smooth:-0.65034,0.55548,0.34069,0.0956,0.03877,-0.62742,-0.03457,0.00274,0.55917,-0.34946,
principl:-0.62,0.69006,-0.06321,0.26661,-0.21481,0.32409,0.06973,0.2505,0.9226,0.5245,
they:-1.09335,-0.44043,1.66629,-0.58331,-1.41068,-0.71717,-1.59439,0.6023,0.62751,0.03578,
nonsens:0.48458,0.86286,-0.21953,0.75899,-1.14706,-0.21788,0.33514,0.55228,-0.0387,-0.04063,
with:-0.60699,0.24448,0.21809,0.76669,-0.11835,-0.4269,0.14151,-0.90815,-0.6809,0.70937,
polic:-1.4246,0.08734,1.15897,0.22917,-0.9148,-1.52681,0.28934,-0.03706,1.00071,2.66699,
san:1.13079,0.74945,0.41539,-0.24827,0.10341,-0.58356,0.63197,0.39292,-0.04079,0.22533,
los:0.61737,0.81688,1.20163,0.47357,-1.31635,-0.87922,-1.21904,-0.47072,0.6116,-0.05271,
control:-1.22438,-0.2789,0.11502,0.5461,-1.06271,-0.77606,-0.45826,-0.17737,-0.21105,1.48007,
use:-0.31729,-0.08289,-0.205,0.39217,-0.16484,0.27032,-0.29536,-0.11192,0.35607,-0.61562,
import:-0.39048,-0.26059,0.13401,0.72215,-1.02288,0.75618,-0.79116,0.0815,-0.07377,0.18979,
decid:-1.33229,-0.77391,0.63259,0.0409,0.14616,-0.17086,-1.57929,1.09756,0.58978,1.33468,
a:0.48112,0.7625,-0.27566,0.08515,-0.34844,-0.31445,-0.74556,-0.16828,0.19744,1.32326,
will:-0.28761,0.29328,-0.87411,-0.4807,-0.87526,-1.6096,0.08865,-0.90119,-1.14452,0.25348,
have:-0.03972,1.01131,-1.86506,1.72056,-0.87263,-0.94759,-0.77733,-0.18452,-0.56832,0.15757,
impact:-1.1013,-0.2863,-0.73392,-0.26964,-1.79418,0.26731,-0.39032,1.3001,0.13879,1.27252,
incom:-0.24973,-0.36962,-0.07186,0.29391,-0.93471,-0.25275,-1.2006,0.63694,1.37952,0.57264,
sourc:-1.72297,0.43706,-0.96849,-0.46113,-0.68702,-0.75606,-0.61845,0.50009,0.57924,0.53715,
rise:-0.26968,-0.83454,-0.33278,0.56995,-1.0215,-0.80114,0.00806,1.07496,1.31536,1.06849,
mark:-0.2276,-0.15231,0.19643,0.39731,-0.92659,-1.42429,-0.14503,-0.48972,0.07753,-0.07192,
play:-1.51612,-0.27047,1.25769,1.51969,-0.66895,-0.07301,0.04731,0.03087,-0.58397,0.62074,
role:-1.0435,0.38967,-0.91103,-0.13519,-0.51745,-0.00957,-0.75533,0.86181,0.47386,0.80912,
614:-1.14841,0.43912,0.52441,-0.19372,-0.46445,-0.81408,-0.6612,0.91224,0.00929,0.17069,
million:0.7711,-0.53868,0.46605,-1.05119,-1.54432,-0.74868,0.16885,1.53463,-0.69334,0.5969,
yuan:0.93181,-0.09142,0.66337,-0.02442,-1.57847,-2.14719,0.00441,1.06624,-0.42314,-0.04664,
profit:-0.72603,0.13383,0.38004,-0.58004,-1.20047,-0.60086,-0.50657,-0.63959,0.50346,0.20258,
sale:0.62294,0.33408,-0.86878,-0.11542,-0.24087,-0.13007,-1.47661,0.12409,1.21225,1.20045,
built:0.16518,-0.11211,0.37285,0.24699,-0.1745,-0.40666,-0.32414,-0.18892,-0.12842,0.15482,
invest:-1.20906,0.87818,-0.55224,1.30472,0.28109,-0.54997,-1.20468,1.19769,-0.23872,-0.3558,
particular:-0.68665,0.57308,-0.41495,0.3351,-0.42545,-0.68313,-0.5752,-0.21308,0.37834,1.21308,
vigor:-1.82689,0.63966,-0.0579,-0.4554,0.01592,0.08317,-0.64597,-0.14487,-0.15318,0.21585,
implement:-1.38507,-0.25558,-1.22163,0.3255,-0.63463,-0.30887,-0.90354,0.25926,0.57143,0.62023,
11:0.54905,-0.76674,0.03982,-0.43604,0.09417,-0.20184,0.36405,0.72108,0.1743,0.23331,
day:0.65112,-0.47658,0.63749,-0.25677,-0.93473,-0.16526,-0.10554,-0.20515,0.09737,0.98444,
session:-0.31568,-2.15018,-1.00117,0.78152,0.28468,-0.93381,-0.72544,-0.59641,1.36494,2.05907,
attend:0.35011,-0.6287,0.79723,1.17453,-0.61985,-0.18433,0.87176,-0.62112,0.9275,1.53145,
deputi:-0.02324,-1.01319,0.14705,-0.4534,-0.08574,0.03588,0.04598,-0.06677,1.73916,1.10699,
repeat:0.50077,-0.98835,0.59468,0.0427,-0.08266,-0.62041,-0.61511,-0.24537,0.79943,0.37623,
india:-0.31194,-0.05873,-0.29322,0.29665,-0.7819,-0.19584,-1.16478,0.38497,1.17032,-0.70523,
pakistan:-0.46916,-0.33604,0.05847,-0.377,-1.22147,-0.96009,-0.84265,-0.03757,0.07881,0.06829,
end:-0.60125,-0.87333,0.50212,0.62387,-0.3176,-1.06315,-0.69745,2.11523,0.24717,0.6535,
their:-0.44081,0.6121,0.68396,0.57978,-1.02915,-0.40424,-0.61407,-0.57511,0.44009,0.97018,
taken:-0.39997,0.77378,-0.48116,0.30078,-0.00612,-0.13901,0.05904,0.86123,-0.11457,1.05364,
place:-1.39053,0.2415,0.98776,0.50472,-1.59164,-1.86382,-0.60012,0.35975,0.12867,0.91126,
some:0.51424,0.16411,-0.38265,1.20592,-1.51573,-1.43553,-1.24034,0.0685,-1.56209,0.87558,
servic:-0.39603,0.64514,-0.22255,0.94829,-0.71274,-0.82852,-0.92599,0.15293,0.64808,0.97014,
consult:0.90888,-0.03734,-0.07001,0.42764,-0.95897,-0.35852,-1.77396,0.41576,0.11739,1.18728,
committe:1.8998,0.77252,-0.28062,-0.74546,-0.61531,-1.69065,0.25825,0.22059,-0.27164,0.22503,
spoke:-0.18006,-1.07498,-1.12653,-0.33518,-0.21726,-1.50831,-0.74306,-0.59381,1.5596,0.80831,
high:-0.54435,0.82022,0.50505,0.58763,-0.18831,-0.32833,0.70698,0.48032,-0.64813,0.11705,
space:-1.06068,0.18164,0.37324,-0.17633,-0.36841,-1.66205,-1.0732,-0.37404,0.12568,0.41511,
never:0.11115,0.53882,0.0734,0.09271,0.40875,-1.21048,-1.53636,0.15828,-0.15657,0.56151,
stop:-0.30783,0.52716,1.07179,0.30373,-0.12212,-0.20506,-0.57433,-0.46871,-0.13351,0.3427,
prospect:-1.16338,0.03259,-0.16964,0.75391,-0.17459,-0.02514,-0.45704,0.33765,1.72258,1.58377,
annul:-0.37993,-0.15178,0.61517,0.79987,-0.09737,-1.3508,0.36041,-0.1631,-0.60843,0.24622,
condit:-1.06739,0.8169,-0.79037,0.80185,-0.32725,0.61748,-1.13761,0.50376,0.55199,1.26149,
uphold:0.35101,0.47662,0.14453,0.74558,-0.74863,-0.42939,-0.24387,-0.51506,0.52954,1.15048,
leadership:-0.82602,0.17658,-0.63148,0.51265,-0.38859,-0.98776,-1.61819,0.54478,0.2949,1.47111,
french:0.45968,-1.10597,0.82224,0.65263,-1.6442,-1.03452,0.35821,0.38486,1.2176,0.85344,
daili:-0.70529,-0.91785,-0.26387,0.54312,-0.3915,-0.57689,-0.34097,0.12073,-0.04726,0.43983,
figaro:0.35464,-1.3836,0.27437,0.93358,0.61141,-1.41635,-1.49706,-0.19544,0.91832,-0.00924,
whose:0.47163,-0.65041,-0.20878,0.26659,-0.15195,0.23282,-0.01894,-0.31168,-0.07891,-0.19262,
